image_path,label
data/images/658.JPG,0
data/images/384.JPG,0
data/images/367.JPG,0
data/images/730.JPG,0
data/images/1426.JPG,1
data/images/1194.JPG,0
data/images/232.JPG,0
data/images/997.JPG,0
data/images/1151.JPG,0
data/images/840.JPG,0
data/images/1138.JPG,0
data/images/1192.JPG,0
data/images/1087.JPG,0
data/images/983.JPG,0
data/images/138.JPG,0
data/images/1355.JPG,0
data/images/17.JPG,0
data/images/119.JPG,0
data/images/1324.JPG,0
data/images/875.JPG,0
data/images/1350.JPG,0
data/images/1398.JPG,0
data/images/931.JPG,0
data/images/510.JPG,0
data/images/1304.JPG,0
data/images/526.JPG,0
data/images/270.JPG,0
data/images/964.JPG,0
data/images/617.JPG,0
data/images/1391.JPG,0
data/images/81.JPG,0
data/images/461.JPG,0
data/images/509.JPG,0
data/images/1371.JPG,0
data/images/471.JPG,0
data/images/156.JPG,0
data/images/712.JPG,0
data/images/117.JPG,0
data/images/485.JPG,0
data/images/824.JPG,0
data/images/1201.JPG,0
data/images/1450.JPG,1
data/images/243.JPG,0
data/images/775.JPG,0
data/images/188.JPG,0
data/images/1261.JPG,0
data/images/1154.JPG,0
data/images/785.JPG,0
data/images/1289.JPG,0
data/images/578.JPG,0
data/images/1075.JPG,0
data/images/587.JPG,0
data/images/659.JPG,0
data/images/417.JPG,0
data/images/1283.JPG,0
data/images/408.JPG,0
data/images/1131.JPG,0
data/images/750.JPG,0
data/images/1438.JPG,1
data/images/832.JPG,0
data/images/1406.JPG,0
data/images/708.JPG,0
data/images/1403.JPG,0
data/images/888.JPG,0
data/images/978.JPG,0
data/images/598.JPG,0
data/images/1213.JPG,0
data/images/470.JPG,0
data/images/716.JPG,0
data/images/247.JPG,0
data/images/353.JPG,0
data/images/500.JPG,0
data/images/988.JPG,0
data/images/1312.JPG,0
data/images/342.JPG,0
data/images/1193.JPG,0
data/images/622.JPG,0
data/images/637.JPG,0
data/images/633.JPG,0
data/images/1429.JPG,1
data/images/1326.JPG,0
data/images/709.JPG,0
data/images/1446.JPG,1
data/images/405.JPG,0
data/images/284.JPG,0
data/images/781.JPG,0
data/images/1316.JPG,0
data/images/808.JPG,0
data/images/411.JPG,0
data/images/651.JPG,0
data/images/641.JPG,0
data/images/675.JPG,0
data/images/643.JPG,0
data/images/446.JPG,0
data/images/324.JPG,0
data/images/774.JPG,0
data/images/1222.JPG,0
data/images/1293.JPG,0
data/images/49.JPG,0
data/images/1110.JPG,0
data/images/1245.JPG,0
data/images/974.JPG,0
data/images/1219.JPG,0
data/images/1098.JPG,0
data/images/1353.JPG,0
data/images/1449.JPG,1
data/images/967.JPG,0
data/images/992.JPG,0
data/images/820.JPG,0
data/images/111.JPG,0
data/images/1141.JPG,0
data/images/1243.JPG,0
data/images/213.JPG,0
data/images/683.JPG,0
data/images/722.JPG,0
data/images/185.JPG,0
data/images/231.JPG,0
data/images/19.JPG,0
data/images/788.JPG,0
data/images/146.JPG,0
data/images/422.JPG,0
data/images/830.JPG,0
data/images/7.JPG,0
data/images/421.JPG,0
data/images/435.JPG,0
data/images/497.JPG,0
data/images/252.JPG,0
data/images/528.JPG,0
data/images/1233.JPG,0
data/images/789.JPG,0
data/images/127.JPG,0
data/images/571.JPG,0
data/images/839.JPG,0
data/images/1161.JPG,0
data/images/848.JPG,0
data/images/918.JPG,0
data/images/1004.JPG,0
data/images/1036.JPG,0
data/images/803.JPG,0
data/images/924.JPG,0
data/images/320.JPG,0
data/images/1215.JPG,0
data/images/419.JPG,0
data/images/1278.JPG,0
data/images/841.JPG,0
data/images/907.JPG,0
data/images/861.JPG,0
data/images/1160.JPG,0
data/images/1057.JPG,0
data/images/1126.JPG,0
data/images/92.JPG,0
data/images/1137.JPG,0
data/images/1147.JPG,0
data/images/298.JPG,0
data/images/1417.JPG,1
data/images/729.JPG,0
data/images/97.JPG,0
data/images/1159.JPG,0
data/images/1372.JPG,0
data/images/1041.JPG,0
data/images/1101.JPG,0
data/images/110.JPG,0
data/images/428.JPG,0
data/images/1348.JPG,0
data/images/460.JPG,0
data/images/723.JPG,0
data/images/35.JPG,0
data/images/256.JPG,0
data/images/208.JPG,0
data/images/33.JPG,0
data/images/318.JPG,0
data/images/616.JPG,0
data/images/207.JPG,0
data/images/845.JPG,0
data/images/1327.JPG,0
data/images/25.JPG,0
data/images/123.JPG,0
data/images/1296.JPG,0
data/images/612.JPG,0
data/images/459.JPG,0
data/images/1125.JPG,0
data/images/1118.JPG,0
data/images/1109.JPG,0
data/images/903.JPG,0
data/images/1259.JPG,0
data/images/1400.JPG,0
data/images/873.JPG,0
data/images/1149.JPG,0
data/images/596.JPG,0
data/images/958.JPG,0
data/images/86.JPG,0
data/images/902.JPG,0
data/images/915.JPG,0
data/images/321.JPG,0
data/images/61.JPG,0
data/images/665.JPG,0
data/images/157.JPG,0
data/images/257.JPG,0
data/images/236.JPG,0
data/images/1084.JPG,0
data/images/801.JPG,0
data/images/757.JPG,0
data/images/479.JPG,0
data/images/1112.JPG,0
data/images/451.JPG,0
data/images/294.JPG,0
data/images/309.JPG,0
data/images/782.JPG,0
data/images/1265.JPG,0
data/images/1294.JPG,0
data/images/1287.JPG,0
data/images/1370.JPG,0
data/images/618.JPG,0
data/images/28.JPG,0
data/images/628.JPG,0
data/images/1338.JPG,0
data/images/362.JPG,0
data/images/586.JPG,0
data/images/1434.JPG,1
data/images/533.JPG,0
data/images/929.JPG,0
data/images/867.JPG,0
data/images/1153.JPG,0
data/images/355.JPG,0
data/images/1056.JPG,0
data/images/765.JPG,0
data/images/1310.JPG,0
data/images/1301.JPG,0
data/images/1000.JPG,0
data/images/279.JPG,0
